"Length";"Year";"fs1";"fs2";"fs3";"fs4";"fs5";"fs6";"fs7";"fs8";"Sex"
29;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
30;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
31;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
32;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
33;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
34;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
35;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
36;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
37;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
38;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
39;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
40;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
41;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
42;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
43;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
44;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
45;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
46;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
47;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
48;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
49;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
50;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
51;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
52;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
53;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
54;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
55;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
56;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
57;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
58;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
59;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
60;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
61;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
62;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
63;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
64;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
65;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
66;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
67;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
68;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
69;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
70;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
71;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
72;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
73;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
74;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
75;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
76;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
77;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
78;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
79;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
80;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
81;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
82;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
83;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
84;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
85;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
86;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
87;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
88;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
89;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
90;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
91;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
92;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
93;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
94;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
95;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
96;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
97;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
98;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
99;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
100;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
101;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
102;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
103;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
104;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
105;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
106;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
107;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
108;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
109;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
110;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
111;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
112;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
113;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
114;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
115;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
116;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
117;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
118;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
119;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
120;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
121;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
122;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
123;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
124;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
125;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
126;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
127;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
128;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
129;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
130;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
131;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
132;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
133;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
134;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
135;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
136;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
137;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
138;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
139;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
140;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
141;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
142;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
143;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
144;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
145;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
146;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
147;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
148;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
149;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
150;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
151;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
152;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
153;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
154;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
155;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
156;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
157;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
158;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
159;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
160;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
161;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
162;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
163;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
164;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
165;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
166;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
167;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
168;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
169;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
170;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
171;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
172;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
173;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
174;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
175;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
176;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
177;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
178;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
179;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
180;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
181;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
182;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
183;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
184;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
185;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
186;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
187;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
188;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
189;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
190;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
191;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
192;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
193;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
194;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
195;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"M"
0;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
1;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
2;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
3;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
4;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
5;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
6;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
7;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
8;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
9;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
10;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
11;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
12;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
13;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
14;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
15;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
16;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
17;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
18;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
19;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
20;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
21;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
22;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
23;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
24;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
25;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
26;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
27;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
28;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
29;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
30;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
31;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
32;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
33;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
34;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
35;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
36;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
37;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
38;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
39;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
40;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
41;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
42;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
43;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
44;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
45;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
46;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
47;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
48;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
49;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
50;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
51;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
52;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
53;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
54;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
55;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
56;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
57;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
58;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
59;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
60;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
61;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
62;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
63;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
64;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
65;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
66;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
67;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
68;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
69;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
70;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
71;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
72;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
73;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
74;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
75;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
76;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
77;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
78;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
79;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
80;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
81;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
82;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
83;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
84;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
85;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
86;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
87;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
88;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
89;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
90;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
91;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
92;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
93;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
94;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
95;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
96;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
97;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
98;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
99;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
100;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
101;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
102;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
103;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
104;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
105;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
106;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
107;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
108;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
109;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
110;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
111;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
112;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
113;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
114;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
115;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
116;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
117;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
118;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
119;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
120;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
121;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
122;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
123;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
124;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
125;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
126;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
127;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
128;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
129;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
130;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
131;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
132;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
133;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
134;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
135;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
136;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
137;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
138;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
139;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
140;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
141;2015;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;"F"
