Length;Year;fs1;fs2;fs3;fs4;fs5;fs6;fs7;fs8;Sex
4;2007;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
5;2007;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
6;2007;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
7;2007;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
8;2007;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
9;2007;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
10;2007;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
11;2007;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
12;2007;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
13;2007;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
14;2007;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
15;2007;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
16;2007;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
17;2007;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
18;2007;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
19;2007;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
20;2007;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
21;2007;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
22;2007;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
23;2007;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
24;2007;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
25;2007;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
26;2007;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
27;2007;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
28;2007;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
29;2007;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
30;2007;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
31;2007;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
32;2007;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
33;2007;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
34;2007;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
35;2007;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
36;2007;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
37;2007;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
38;2007;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
39;2007;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
40;2007;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
41;2007;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
42;2007;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
43;2007;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
44;2007;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
45;2007;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
46;2007;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
47;2007;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
0;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
1;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
2;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
3;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
4;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
5;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
6;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
7;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
8;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
9;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
10;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
11;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
12;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
13;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
14;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
15;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
16;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
17;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
18;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
19;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
20;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
21;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
22;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
23;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
24;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
25;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
26;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
27;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
28;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
29;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
30;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
31;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
32;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
33;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
34;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
35;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
36;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
37;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
38;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
39;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
40;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
41;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
42;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
43;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
44;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
45;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
46;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
47;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
0;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
1;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
2;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
3;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
4;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
5;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
6;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
7;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
8;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
9;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
10;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
11;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
12;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
13;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
14;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
15;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
16;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
17;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
18;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
19;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
20;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
21;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
22;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
23;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
24;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
25;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
26;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
27;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
28;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
29;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
30;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
31;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
32;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
33;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
34;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
35;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
36;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
37;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
38;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
39;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
40;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
41;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
42;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
43;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
44;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
45;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
46;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
47;2008;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
0;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
1;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
2;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
3;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
4;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
5;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
6;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
7;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
8;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
9;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
10;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
11;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
12;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
13;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
14;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
15;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
16;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
17;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
18;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
19;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
20;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
21;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
22;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
23;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
24;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
25;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
26;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
27;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
28;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
29;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
30;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
31;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
32;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
33;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
34;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
35;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
36;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
37;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
38;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
39;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
40;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
41;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
42;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
43;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
44;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
45;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
46;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
47;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
0;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
1;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
2;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
3;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
4;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
5;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
6;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
7;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
8;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
9;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
10;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
11;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
12;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
13;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
14;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
15;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
16;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
17;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
18;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
19;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
20;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
21;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
22;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
23;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
24;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
25;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
26;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
27;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
28;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
29;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
30;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
31;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
32;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
33;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
34;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
35;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
36;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
37;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
38;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
39;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
40;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
41;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
42;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
43;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
44;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
45;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
46;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
47;2009;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
0;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
1;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
2;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
3;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
4;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
5;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
6;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
7;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
8;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
9;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
10;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
11;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
12;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
13;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
14;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
15;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
16;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
17;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
18;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
19;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
20;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
21;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
22;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
23;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
24;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
25;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
26;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
27;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
28;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
29;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
30;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
31;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
32;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
33;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
34;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
35;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
36;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
37;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
38;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
39;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
40;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
41;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
42;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
43;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
44;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
45;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
46;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
47;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;M
0;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
1;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
2;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
3;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
4;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
5;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
6;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
7;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
8;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
9;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
10;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
11;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
12;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
13;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
14;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
15;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
16;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
17;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
18;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
19;2010;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;F
